artistId,artist,field,value,sourceName,sourceUrl,dateAccessed,confidence,status
3,Air,spotifyFollowers,1200000,ChartMasters,https://chartmasters.org/artist/?id=1P6U1dCeHxPui5pIrGmndZ,2026-05-12,5,verified
3,Air,spotifyUrl,https://open.spotify.com/artist/1P6U1dCeHxPui5pIrGmndZ,ChartMasters,https://chartmasters.org/artist/?id=1P6U1dCeHxPui5pIrGmndZ,2026-05-12,5,verified
4,Alva Noto,spotifyFollowers,101756,Music Metrics Vault,https://www.musicmetricsvault.com/artists/alva-noto/1zrqDVuh55auIRthalFdXp,2026-05-12,5,verified
4,Alva Noto,spotifyUrl,https://open.spotify.com/artist/1zrqDVuh55auIRthalFdXp,Music Metrics Vault,https://www.musicmetricsvault.com/artists/alva-noto/1zrqDVuh55auIRthalFdXp,2026-05-12,5,verified
5,Aphex Twin,spotifyFollowers,2000000,ChartMasters,https://chartmasters.org/artist/?id=6kBDZFXuLrZgHnvmPu9NsG,2026-05-12,5,verified
5,Aphex Twin,spotifyUrl,https://open.spotify.com/artist/6kBDZFXuLrZgHnvmPu9NsG,ChartMasters,https://chartmasters.org/artist/?id=6kBDZFXuLrZgHnvmPu9NsG,2026-05-12,5,verified
15,Brian Eno,spotifyFollowers,869200,ChartMasters,https://chartmasters.org/artist/?id=7MSUfLeTdDEoZiJPDSBXgi,2026-05-12,5,verified
15,Brian Eno,spotifyUrl,https://open.spotify.com/artist/7MSUfLeTdDEoZiJPDSBXgi,ChartMasters,https://chartmasters.org/artist/?id=7MSUfLeTdDEoZiJPDSBXgi,2026-05-12,5,verified
16,Cardi B,spotifyFollowers,27000000,ChartMasters,https://chartmasters.org/artist/?id=4kYSro6naA4h99UJvo89HB,2026-05-12,5,verified
16,Cardi B,spotifyUrl,https://open.spotify.com/artist/4kYSro6naA4h99UJvo89HB,ChartMasters,https://chartmasters.org/artist/?id=4kYSro6naA4h99UJvo89HB,2026-05-12,5,verified
17,Caribou,spotifyFollowers,2770000,Songstats,https://songstats.com/artist/mjirc5b7/caribou,2026-05-12,5,verified
17,Caribou,spotifyUrl,https://open.spotify.com/artist/4aEnNH9PuU1HF3TsZTru54,Songstats,https://songstats.com/artist/mjirc5b7/caribou,2026-05-12,5,verified
18,Carl Craig,spotifyFollowers,99417,Music Metrics Vault,https://www.musicmetricsvault.com/artists/carl-craig/17dbJyUCrxh4I7iyUrjaHU,2026-05-12,5,verified
18,Carl Craig,spotifyUrl,https://open.spotify.com/artist/17dbJyUCrxh4I7iyUrjaHU,Music Metrics Vault,https://www.musicmetricsvault.com/artists/carl-craig/17dbJyUCrxh4I7iyUrjaHU,2026-05-12,5,verified
19,Channel Tres,spotifyFollowers,261871,Music Stats for Spotify,https://musicstatsforspotify.com/artist/21470/Channel-Tres,2026-05-12,5,verified
19,Channel Tres,spotifyUrl,https://open.spotify.com/artist/4cUkGQyhLFqKHBtL58HYVp,Music Stats for Spotify,https://musicstatsforspotify.com/artist/21470/Channel-Tres,2026-05-12,5,verified
20,Charli XCX,spotifyFollowers,7000000,ChartMasters,https://chartmasters.org/artist/?id=25uiPmTg16RbhZWAqwLBy5,2026-05-12,5,verified
20,Charli XCX,spotifyUrl,https://open.spotify.com/artist/25uiPmTg16RbhZWAqwLBy5,ChartMasters,https://chartmasters.org/artist/?id=25uiPmTg16RbhZWAqwLBy5,2026-05-12,5,verified
21,The Chemical Brothers,spotifyFollowers,2348449,Spotify Official / Songstats,https://open.spotify.com/artist/1GhPHrq36VKCY3ucVaZCfo,2026-05-12,5,verified
21,The Chemical Brothers,spotifyUrl,https://open.spotify.com/artist/1GhPHrq36VKCY3ucVaZCfo,Spotify Official / Songstats,https://open.spotify.com/artist/1GhPHrq36VKCY3ucVaZCfo,2026-05-12,5,verified
22,Christian Marclay,spotifyFollowers,4732,Songstats,https://songstats.com/artist/m8q7v3jy/christian-marclay,2026-05-12,5,verified
22,Christian Marclay,spotifyUrl,https://open.spotify.com/artist/3s4oEo05Do24wMkcjXlxll,Songstats,https://songstats.com/artist/m8q7v3jy/christian-marclay,2026-05-12,5,verified
23,Christina Kubisch,spotifyFollowers,null,Spotify Official,https://open.spotify.com/artist/6SQPrQAl4dYrClGnaRWt1O,2026-05-12,4,verified
23,Christina Kubisch,spotifyUrl,https://open.spotify.com/artist/6SQPrQAl4dYrClGnaRWt1O,Spotify Official,https://open.spotify.com/artist/6SQPrQAl4dYrClGnaRWt1O,2026-05-12,4,verified
24,Christine Sun Kim,spotifyFollowers,null,Flash Art / Multiple sources,https://flash---art.com/2020/07/listening-in-5-christine-sun-kim/,2026-05-12,4,not_found_publicly
28,Dave Stewart,spotifyFollowers,1520000,Songstats / Spotify,https://songstats.com/artist/7ctmhdq6/dave-stewart,2026-05-12,5,verified
28,Dave Stewart,spotifyUrl,https://open.spotify.com/artist/7gcCQIlkkfbul5Mt0jBQkg,Songstats / Spotify,https://songstats.com/artist/7ctmhdq6/dave-stewart,2026-05-12,5,verified
29,David Sheppard,spotifyFollowers,37,Spotify,https://open.spotify.com/artist/3qBx8Q6WrNigsENrNt1aSf,2026-05-12,4,verified
29,David Sheppard,spotifyUrl,https://open.spotify.com/artist/3qBx8Q6WrNigsENrNt1aSf,Spotify,https://open.spotify.com/artist/3qBx8Q6WrNigsENrNt1aSf,2026-05-12,4,verified
31,DeLaurentis,spotifyFollowers,6347,Spotify,https://open.spotify.com/artist/1Km7DPrZEzlSllBzzkCSN8,2026-05-12,5,verified
31,DeLaurentis,spotifyUrl,https://open.spotify.com/artist/1Km7DPrZEzlSllBzzkCSN8,Spotify,https://open.spotify.com/artist/1Km7DPrZEzlSllBzzkCSN8,2026-05-12,5,verified
32,Ellie Goulding,spotifyFollowers,13716140,Spotify / Chartmetric,https://open.spotify.com/artist/0X2BH1fck6amBIoJhDVmmJ,2026-05-12,5,verified
32,Ellie Goulding,spotifyUrl,https://open.spotify.com/artist/0X2BH1fck6amBIoJhDVmmJ,Spotify / Chartmetric,https://open.spotify.com/artist/0X2BH1fck6amBIoJhDVmmJ,2026-05-12,5,verified
33,Eurythmics,spotifyFollowers,7790000,Songstats / Spotify,https://songstats.com/artist/mh9ie2x7/eurythmics,2026-05-12,5,verified
33,Eurythmics,spotifyUrl,https://open.spotify.com/artist/0NKDgy9j66h3DLnN8qu1bB,Songstats / Spotify,https://songstats.com/artist/mh9ie2x7/eurythmics,2026-05-12,5,verified
34,Excision,spotifyFollowers,798435,Spotify,https://open.spotify.com/artist/5FKchcZpQOkqFvXBj1aCvb,2026-05-12,5,verified
34,Excision,spotifyUrl,https://open.spotify.com/artist/5FKchcZpQOkqFvXBj1aCvb,Spotify,https://open.spotify.com/artist/5FKchcZpQOkqFvXBj1aCvb,2026-05-12,5,verified
35,Fatboy Slim,spotifyFollowers,1492073,Spotify,https://open.spotify.com/artist/4Y7tXHSEejGu1vQ9bwDdXW,2026-05-12,5,verified
35,Fatboy Slim,spotifyUrl,https://open.spotify.com/artist/4Y7tXHSEejGu1vQ9bwDdXW,Spotify,https://open.spotify.com/artist/4Y7tXHSEejGu1vQ9bwDdXW,2026-05-12,5,verified
36,FKA twigs,spotifyFollowers,1548358,Spotify,https://open.spotify.com/artist/6nB0iY1cjSY1KyhYyuIIKH,2026-05-12,5,verified
36,FKA twigs,spotifyUrl,https://open.spotify.com/artist/6nB0iY1cjSY1KyhYyuIIKH,Spotify,https://open.spotify.com/artist/6nB0iY1cjSY1KyhYyuIIKH,2026-05-12,5,verified
37,Floating Points,spotifyFollowers,386708,Spotify,https://open.spotify.com/artist/2AR42Ur9PcchQDtEdwkv4L,2026-05-12,5,verified
37,Floating Points,spotifyUrl,https://open.spotify.com/artist/2AR42Ur9PcchQDtEdwkv4L,Spotify,https://open.spotify.com/artist/2AR42Ur9PcchQDtEdwkv4L,2026-05-12,5,verified
38,Flying Lotus,spotifyFollowers,838269,Music Metrics Vault,https://www.musicmetricsvault.com/artists/flying-lotus/29XOeO6KIWxGthejQqn793,2026-05-12,5,verified
38,Flying Lotus,spotifyUrl,https://open.spotify.com/artist/29XOeO6KIWxGthejQqn793,Music Metrics Vault,https://www.musicmetricsvault.com/artists/flying-lotus/29XOeO6KIWxGthejQqn793,2026-05-12,5,verified
