artistId,artist,field,value,sourceName,sourceUrl,dateAccessed,confidence,status
1,Acid Pauli,livePerformanceFrequency,regularly,Resident Advisor,https://ra.co/dj/acidpauli/tour-dates,2026-05-12,4,verified
1,Acid Pauli,touringPackageDescription,German DJ/producer Martin Gretschmann performs ecl...,Resident Advisor,https://ra.co/dj/acidpauli/tour-dates,2026-05-12,4,verified
2,AfroRack,livePerformanceFrequency,occasionally,ZKM,https://zkm.de/en/persons/afrorack,2026-05-12,3,verified
2,AfroRack,touringPackageDescription,Ugandan artist Brian Bamanya performs improvised l...,ZKM,https://zkm.de/en/persons/afrorack,2026-05-12,3,verified
3,Air,livePerformanceFrequency,occasionally,Pitchfork,https://pitchfork.com/news/air-add-north-american-dates-to-2025-moon-safari-tour/,2026-05-12,5,verified
3,Air,touringPackageDescription,French electronic duo performs in a minimalist 'Wh...,Pitchfork,https://pitchfork.com/news/air-add-north-american-dates-to-2025-moon-safari-tour/,2026-05-12,5,verified
4,Alva Noto,livePerformanceFrequency,occasionally,Berliner Philharmoniker,https://www.berliner-philharmoniker.de/en/concert/calendar/56481/,2026-05-12,4,verified
4,Alva Noto,touringPackageDescription,German electronic artist delivers minimalist audio...,Berliner Philharmoniker,https://www.berliner-philharmoniker.de/en/concert/calendar/56481/,2026-05-12,4,verified
5,Aphex Twin,livePerformanceFrequency,rarely,Songkick,https://www.songkick.com/artists/251546-aphex-twin/calendar,2026-05-12,4,verified
5,Aphex Twin,touringPackageDescription,Richard D. James performs intense DJ/live sets ble...,Songkick,https://www.songkick.com/artists/251546-aphex-twin/calendar,2026-05-12,4,verified
6,Arooj Aftab,livePerformanceFrequency,regularly,Arooj Aftab Official,https://www.aroojaftab.com/tour/,2026-05-12,5,verified
6,Arooj Aftab,touringPackageDescription,Pakistani-American composer performs intimate live...,Arooj Aftab Official,https://www.aroojaftab.com/tour/,2026-05-12,5,verified
7,Bassnectar,livePerformanceFrequency,rarely,EDM Tunes,https://www.edmtunes.com/2026/03/bassnectar-announces-the-end-of-his-hiatus/,2026-05-12,3,verified
7,Bassnectar,touringPackageDescription,Announced end of hiatus in March 2026 but no offic...,EDM Tunes,https://www.edmtunes.com/2026/03/bassnectar-announces-the-end-of-his-hiatus/,2026-05-12,3,verified
8,The Beatles,livePerformanceFrequency,retired,Wikipedia,https://en.wikipedia.org/wiki/The_Beatles,2026-05-12,5,verified
8,The Beatles,touringPackageDescription,Disbanded in 1970. John Lennon (d. 1980) and Georg...,Wikipedia,https://en.wikipedia.org/wiki/The_Beatles,2026-05-12,5,verified
9,Beyoncé,livePerformanceFrequency,regularly,Wikipedia,https://en.wikipedia.org/wiki/Cowboy_Carter_Tour,2026-05-12,5,verified
9,Beyoncé,touringPackageDescription,Spectacular stadium productions with star-shaped s...,Wikipedia,https://en.wikipedia.org/wiki/Cowboy_Carter_Tour,2026-05-12,5,verified
10,Bicep,livePerformanceFrequency,occasionally,Secret London,https://secretldn.com/bicep-live-london-royal-albert-hall-2026/,2026-05-12,4,verified
10,Bicep,touringPackageDescription,Full analogue synthesizer live AV show with bespok...,Secret London,https://secretldn.com/bicep-live-london-royal-albert-hall-2026/,2026-05-12,4,verified
11,Billie Eilish,livePerformanceFrequency,regularly,Ticketmaster,https://www.ticketmaster.com/billie-eilish-tickets/artist/2257710,2026-05-12,5,verified
11,Billie Eilish,touringPackageDescription,Arena-scale in-the-round production with rectangul...,Ticketmaster,https://www.ticketmaster.com/billie-eilish-tickets/artist/2257710,2026-05-12,5,verified
12,Björk,livePerformanceFrequency,occasionally,Wikipedia,https://en.wikipedia.org/wiki/Cornucopia_(concert_tour),2026-05-12,4,verified
12,Björk,touringPackageDescription,Large-scale theatrical productions like Cornucopia...,Wikipedia,https://en.wikipedia.org/wiki/Cornucopia_(concert_tour),2026-05-12,4,verified
13,Bob Dylan,livePerformanceFrequency,regularly,Pollstar,https://news.pollstar.com/2025/12/08/bob-dylan-unveils-2026-rough-and-rowdy-ways-tour-dates/,2026-05-12,5,verified
13,Bob Dylan,touringPackageDescription,Intimate phone-free seated theater shows on Rough ...,Pollstar,https://news.pollstar.com/2025/12/08/bob-dylan-unveils-2026-rough-and-rowdy-ways-tour-dates/,2026-05-12,5,verified
14,Bonobo,livePerformanceFrequency,regularly,Songkick,https://www.songkick.com/artists/258948-bonobo/calendar,2026-05-12,4,verified
14,Bonobo,touringPackageDescription,"Performs as live band with electronics, drums, gui...",Songkick,https://www.songkick.com/artists/258948-bonobo/calendar,2026-05-12,4,verified
15,Brian Eno,livePerformanceFrequency,rarely,Consequence of Sound,https://consequence.net/2023/06/brian-eno-2023-solo-tour-dates/,2026-05-12,5,verified
